用户ID,日期,年龄,性别,职业,睡眠时长(小时),睡眠质量(1-10),压力水平(1-10),咖啡因摄入量(杯),酒精摄入量(杯),运动时长(小时),屏幕使用时间(小时),睡眠环境,入睡时间,醒来时间
26,2025-05-13,51,女,学生,10.64765220447095,1.2796490755126555,3.02914803730068,0,0,0.7816272927507453,5.625642238403772,嘈杂,22:17,08:36
26,2025-05-14,51,女,学生,8.502275380612256,4.776250441886963,1.0982583716527938,0,0,0.0,4.550326833852594,嘈杂,22:42,07:20
26,2025-05-15,51,女,学生,8.7363209845831,3.621864147212619,3.300049793819082,3,2,0.7005020176157872,0.9721344408377144,嘈杂,22:15,07:13
26,2025-05-16,51,女,学生,5.445377893149307,2.441097235226366,4.170275209242414,0,1,0.44228012407303063,4.41757936052258,一般,22:42,03:37
26,2025-05-17,51,女,学生,7.914958217210425,2.079867113856528,4.030818404392722,4,2,0.0,2.956095749480457,一般,22:12,05:59
26,2025-05-18,51,女,学生,10.676677899505037,2.453858165052192,4.185585140015811,0,1,0.4933741055025268,2.327743305089085,一般,22:56,09:37
26,2025-05-19,51,女,学生,10.054934201161277,1.5372362878201344,1.0,1,0,0.3425556473314568,1.8543952418080236,嘈杂,22:56,09:23
26,2025-05-20,51,女,学生,9.02489736450214,3.9955828305838863,3.7251661246145296,1,0,0.5357363293753673,2.8391818128798194,安静,22:54,07:34
26,2025-05-21,51,女,学生,10.997542262221643,1.9803208434610142,2.9373867347956093,3,0,0.616445928939253,3.7509483508182995,安静,22:45,09:51
26,2025-05-22,51,女,学生,9.730957797691413,2.209004280742471,2.476562212451978,2,1,0.6637697351345972,3.238501877987196,安静,22:20,08:05
26,2025-05-23,51,女,学生,8.19556532981678,5.073468190722386,5.909674758319013,1,1,0.6404902387476981,4.324987962265481,安静,22:03,06:23
26,2025-05-24,51,女,学生,10.25404589512168,1.1937500969272583,3.5006757741686996,3,0,0.16317716831555956,2.5022975155231535,安静,22:07,07:50
26,2025-05-25,51,女,学生,9.338186821402683,3.7770266342204915,2.0814795174948095,0,1,0.9113478660614576,5.97200418508505,安静,22:12,07:34
26,2025-05-26,51,女,学生,8.802658826191697,3.698317807652562,3.4623807570368466,1,0,0.3596318491480325,6.478456529338664,嘈杂,22:00,06:29
26,2025-05-27,51,女,学生,9.27083133595787,3.2209914886027677,4.1786877023224935,0,1,0.14235585933639855,3.694679664889286,安静,22:35,07:47
26,2025-05-28,51,女,学生,8.202879740418705,4.862862353667008,7.255431826401086,1,0,0.6310704940512553,3.808351638055343,安静,22:32,06:16
26,2025-05-29,51,女,学生,8.660189261406744,5.5138790655214205,2.5919408508984425,0,2,0.7621969253020647,3.617658869125505,一般,22:55,08:18
26,2025-05-30,51,女,学生,8.610678671748778,4.359677139618851,5.514394499136413,1,1,0.33833143130420934,2.9806816527467914,安静,22:02,06:51
26,2025-05-31,51,女,学生,9.503580801893365,2.541094431796147,5.629018312320348,0,0,0.24995437272586069,2.9599141661384927,安静,22:45,08:15
26,2025-06-01,51,女,学生,10.290575822272672,1.0,4.871191217947612,1,0,0.3972714219816283,5.2404411948800655,一般,22:29,08:53
26,2025-06-02,51,女,学生,7.614128878108759,5.12962929499033,2.423464519757116,0,0,0.23365713426995727,2.210481294514107,一般,22:55,06:18
26,2025-06-03,51,女,学生,7.715738326360819,4.998495122835443,2.1184295899957477,0,2,0.7054711569498697,1.8768736125086962,一般,22:35,06:33
26,2025-06-04,51,女,学生,8.656218055170694,5.8023730635864705,2.417090504368057,2,0,0.6278843542038821,5.0172277783643136,一般,22:49,07:17
26,2025-06-05,51,女,学生,11.892059462895906,1.0,4.663613547670591,2,0,0.47931806113857406,3.5278639177444604,安静,22:26,10:34
26,2025-06-06,51,女,学生,10.56476342823642,2.2159082372716545,3.629170580091748,0,0,0.813184029194957,3.4733883831652186,安静,22:31,08:41
26,2025-06-07,51,女,学生,9.372341759822941,2.3492899403372154,5.706060478294759,1,0,0.454381015501625,4.208132525945949,安静,22:04,08:09
26,2025-06-08,51,女,学生,8.977205148697823,4.063070870679625,3.1466688430976912,2,2,0.41785477800906146,4.542983906649884,安静,22:56,08:10
26,2025-06-09,51,女,学生,10.280482763862178,2.935304828619966,2.3368860664291855,0,2,0.3819686311176349,0.6362038115341355,一般,22:55,09:14
26,2025-06-10,51,女,学生,7.35074635382574,4.454991848656864,2.589317136658382,2,2,0.753755355340701,2.9867801553148094,安静,22:07,05:33
26,2025-06-11,51,女,学生,7.982400321193991,7.401890830188977,4.477196005820044,0,0,0.1076670304557018,2.982343854771215,安静,22:13,06:21
27,2025-05-13,49,女,白领,10.217172375160711,1.2410851221974104,5.059163439740407,2,0,0.7392403079623473,5.744174550599931,安静,22:44,09:00
27,2025-05-14,49,女,白领,9.87224758925974,1.3256437652465616,2.8782566302250765,2,0,0.07912800513247803,4.817652614248935,一般,22:22,08:16
27,2025-05-15,49,女,白领,8.772033403576417,6.266836910636117,2.87321359945938,0,0,0.4213645524319888,3.3210186430004023,安静,22:19,06:55
27,2025-05-16,49,女,白领,8.174171137550275,3.6188796217666903,5.964035760495047,1,0,0.3425692564496308,4.093209937468936,一般,22:12,06:47
27,2025-05-17,49,女,白领,10.434784802558056,1.4546169968431482,4.797211511153455,2,0,0.18099365005090445,5.032437146599922,安静,22:47,08:56
27,2025-05-18,49,女,白领,9.800962606697526,2.084537388612385,5.170266687683371,1,2,0.5107331365990784,3.24272133285654,安静,22:21,08:12
27,2025-05-19,49,女,白领,8.253473603402158,3.8850740252200335,4.972256177381375,1,0,0.3376912808811645,4.852538819294253,嘈杂,22:35,06:39
27,2025-05-20,49,女,白领,8.394599357040407,1.9609510893693354,8.118594400866057,5,2,0.3168764171742622,4.043797282962959,安静,22:04,05:57
27,2025-05-21,49,女,白领,8.107357236932875,4.934584213628706,5.055003780501205,0,1,0.8686569650601679,4.191617048444653,一般,22:23,05:48
27,2025-05-22,49,女,白领,7.937654978474657,4.622492744194605,6.3178685226779,2,2,0.6672511463101511,3.3674001248088894,安静,22:47,06:45
27,2025-05-23,49,女,白领,8.475691544213603,4.675464206509939,6.0858620650663955,1,2,0.04059781581254984,4.682182707040194,安静,22:17,07:28
27,2025-05-24,49,女,白领,10.526287644066235,1.2679457146268724,7.742402483858081,0,0,0.09688928456339369,4.780989300640276,安静,22:46,08:47
27,2025-05-25,49,女,白领,10.063072486312294,2.300057397977053,6.199950702784452,0,1,0.6201446402630348,3.455487586501603,安静,22:57,08:45
27,2025-05-26,49,女,白领,8.338405589364372,4.888799420138334,6.406647933468879,2,0,0.7964213338574415,5.967670988765606,安静,22:17,06:24
27,2025-05-27,49,女,白领,8.381571559856104,4.509889442772206,4.772494413266033,1,1,0.9170999550596514,5.473830900569176,一般,22:04,06:09
27,2025-05-28,49,女,白领,8.668147577102673,3.6030255639310287,5.912384442648447,2,2,0.0423284875816749,1.7687549228306878,一般,22:58,07:55
27,2025-05-29,49,女,白领,8.924953111200207,6.412605646940547,4.944476179145351,0,0,0.4579150899927895,2.7122622039526094,安静,22:09,07:20
27,2025-05-30,49,女,白领,7.394493100155524,6.016596709433323,4.0334112444997565,0,1,0.39247892734613343,1.6625001670099242,安静,22:39,06:29
27,2025-05-31,49,女,白领,10.411642786544647,1.0,4.177950507873979,1,2,0.0,3.4538202463798773,安静,22:38,09:01
27,2025-06-01,49,女,白领,9.54297371005219,1.827796384364218,6.574775365778019,1,0,0.5101822932307191,3.4507558591340337,安静,22:26,07:19
27,2025-06-02,49,女,白领,8.699352450809581,4.775092716205046,5.777733330536297,1,1,0.42977058853791195,0.8283542689566858,嘈杂,22:18,06:23
27,2025-06-03,49,女,白领,9.069941437869076,1.529183791037852,5.905208384650618,0,1,0.16193550616035046,5.052214765082129,嘈杂,22:37,07:29
27,2025-06-04,49,女,白领,8.42641633993467,5.330509188975218,5.012343611513539,0,0,0.30146004641569846,3.910050279178082,安静,22:34,06:38
27,2025-06-05,49,女,白领,9.965256218900295,4.431722224741886,6.775354430368984,0,0,0.35170831961409355,2.5000570764820322,安静,22:41,08:54
27,2025-06-06,49,女,白领,8.36289636671726,5.016533821999667,5.9353608895301875,2,2,0.9810439629064474,0.8177508778320002,安静,22:18,07:27
27,2025-06-07,49,女,白领,9.273407876548854,2.430378715380088,4.980669514521486,1,1,0.5039540782660068,2.346922609222452,安静,22:56,08:12
27,2025-06-08,49,女,白领,9.926145229450231,3.072881688842667,6.341887425330694,1,0,0.0,1.728746124511797,一般,22:39,07:56
27,2025-06-09,49,女,白领,7.8248066838605626,4.018392972578779,5.613848171397668,1,1,1.1193651654728702,3.6147579077589325,嘈杂,22:11,06:00
27,2025-06-10,49,女,白领,7.182636056579532,4.817272202332886,4.499645070269608,1,0,0.20591795119555162,6.275070995076052,安静,22:50,06:00
27,2025-06-11,49,女,白领,7.975752694979591,4.824907442016437,4.724160899414282,2,0,0.2834040236673382,4.762601268570267,安静,22:25,05:48
28,2025-05-13,23,男,白领,9.819989329971065,1.0,3.4867855554125424,2,2,0.16057831695948882,4.831073546211701,一般,22:12,08:19
28,2025-05-14,23,男,白领,6.923280461841749,1.5199805098244985,6.134514954074944,3,2,0.7260153379954077,3.700683594297658,安静,22:54,05:55
28,2025-05-15,23,男,白领,8.056059221946615,5.8906815704311075,1.6641776141363174,1,1,0.9086194870782431,2.9533187975765873,安静,22:52,06:55
28,2025-05-16,23,男,白领,7.347388709890733,4.239623366840438,3.9560752994405077,1,1,0.5206680850168564,4.568284877754914,一般,22:08,05:28
28,2025-05-17,23,男,白领,10.180983803435437,1.0,6.464637359984323,0,0,1.3130994933004678,4.279806527152867,嘈杂,22:35,09:18
28,2025-05-18,23,男,白领,10.454497992309323,1.0706076886216411,3.188292946434906,2,0,0.7043118788133566,4.739164755040806,一般,22:35,09:07
28,2025-05-19,23,男,白领,8.03914039503178,4.833412971760518,4.363108504157263,0,0,0.5976166440657916,4.196148800849905,安静,22:14,06:16
28,2025-05-20,23,男,白领,9.4986352931822,2.570141481005898,5.334797378701127,1,0,0.0,5.5810285430175925,安静,22:21,08:18
28,2025-05-21,23,男,白领,7.941525267149594,2.9188881060429415,4.9311157591371995,4,1,0.8143283724162258,4.478859688181817,一般,22:56,06:39
28,2025-05-22,23,男,白领,10.375882391815114,1.0,4.350924907475837,1,2,0.48264901628672185,5.191682040667469,安静,22:05,08:39
28,2025-05-23,23,男,白领,6.593144909586443,1.2093011181897018,2.383411163934321,3,1,0.097853407590069,3.0202605831668654,嘈杂,22:17,04:37
28,2025-05-24,23,男,白领,10.330819097479162,2.850259387157782,6.762384052630362,0,1,0.9261139544085051,2.266496792970914,安静,22:21,08:06
28,2025-05-25,23,男,白领,10.423106331199769,1.0,4.7442291543361295,1,1,0.6892782543028778,4.650212578090279,一般,22:25,08:58
28,2025-05-26,23,男,白领,8.166269640201193,4.249983662282574,3.933500415096895,0,1,0.43886524357702816,4.339927140979021,嘈杂,22:19,06:42
28,2025-05-27,23,男,白领,8.134366221598857,5.645948502020656,4.227794565471563,0,0,0.14472881838323748,3.3556243006039725,安静,22:14,06:31
28,2025-05-28,23,男,白领,6.592280959562686,2.284343451343774,3.5151386064038177,3,0,1.0536936707822946,4.9849383885213285,一般,22:32,05:26
28,2025-05-29,23,男,白领,8.0101740204533,5.349844201615817,3.784933208479777,0,0,1.100728240293439,3.0386428743263014,一般,22:14,06:32
28,2025-05-30,23,男,白领,7.189882785055754,3.521853378359188,3.9473486177477235,2,2,0.1911911930034087,5.862705981631867,安静,22:57,05:50
28,2025-05-31,23,男,白领,10.559154082214953,1.0,5.221142724749171,5,1,1.012689215608968,4.278604309058331,安静,22:10,08:50
28,2025-06-01,23,男,白领,10.91104388781183,1.0,4.640437728120034,3,0,0.07526869608325287,5.451523493982064,一般,22:18,09:07
28,2025-06-02,23,男,白领,6.930321524634165,3.404617891394264,5.03738273863706,2,0,0.6799253415477259,3.6675952778778984,安静,22:56,05:37
28,2025-06-03,23,男,白领,6.922951637739688,2.461875981986424,3.5363798856437434,1,1,0.5549952637989242,3.953767564022111,嘈杂,22:18,05:10
28,2025-06-04,23,男,白领,8.973301561099932,3.9369909606931763,5.43963783417183,3,0,0.1343055767311499,6.2393921255586395,安静,22:09,07:06
28,2025-06-05,23,男,白领,7.554670463945815,2.8097869125346966,4.966433158294642,4,0,0.5206826174288148,3.9229801275594474,嘈杂,22:44,06:03
28,2025-06-06,23,男,白领,7.850423983191894,3.6102730877406124,3.5121206183068643,2,1,0.7729350035303488,3.365504117690549,安静,22:44,07:18
28,2025-06-07,23,男,白领,10.184587895348464,1.1711690513101702,3.5717420691293307,3,0,0.3352427692109529,2.8677877438530612,一般,22:01,08:26
28,2025-06-08,23,男,白领,9.478488753618594,3.8054613432162476,3.305214666022014,0,1,0.8299202798133554,6.303021460922253,安静,22:30,07:42
28,2025-06-09,23,男,白领,8.311967253704166,5.735401681761693,3.6942141462567872,1,0,0.5896727420135746,2.3298010185939564,安静,22:26,06:05
28,2025-06-10,23,男,白领,7.83056051072186,3.979776671135074,5.964105048268525,2,0,1.2034009685910292,4.561284520499156,安静,22:19,06:01
28,2025-06-11,23,男,白领,7.516227027635297,6.667349236586413,2.9951302358408975,1,0,1.2057755236871008,1.1385061186506302,安静,22:01,05:27
29,2025-05-13,56,女,蓝领,8.685457486739603,6.199078835482444,6.746416172816662,0,0,0.6831533007077042,1.522372789810416,安静,22:55,07:21
29,2025-05-14,56,女,蓝领,8.484876315682165,5.513809141855012,6.450855589521851,0,1,0.9932290333557382,1.4783195371812363,一般,22:24,07:20
29,2025-05-15,56,女,蓝领,8.54342125369279,3.4103778437185515,8.885100800344661,0,1,0.46593123056286456,3.4162217260207837,一般,22:15,06:39
29,2025-05-16,56,女,蓝领,8.026838918363334,3.7365822795087738,6.782232570576376,3,2,0.0,2.0739639598771173,安静,22:50,06:00
29,2025-05-17,56,女,蓝领,10.007367876876183,2.011475697603146,4.745011544963541,2,0,0.0,1.577564825226424,安静,22:16,07:34
29,2025-05-18,56,女,蓝领,10.855821379846262,1.598715475630721,5.0930808668683705,3,0,1.100962084780803,3.8342339507877536,安静,22:52,09:38
29,2025-05-19,56,女,蓝领,8.20397330349236,4.602654972736927,8.013689857622502,0,0,0.09977560975253802,4.1799730809710365,一般,22:07,06:17
29,2025-05-20,56,女,蓝领,8.298451264925244,3.8814212486767854,7.7649079382079425,0,1,0.8565041802864558,3.5265265091466063,一般,22:28,06:46
29,2025-05-21,56,女,蓝领,8.721190808474457,2.2733923216394807,6.13807389543719,2,2,0.3607849501831954,6.874115332850411,一般,22:19,07:34
29,2025-05-22,56,女,蓝领,7.496249011359667,3.6157813310647544,7.296288805472932,3,0,0.210960580908593,0.7685038209271622,安静,22:30,05:45
29,2025-05-23,56,女,蓝领,7.542083166591869,4.797792452299352,6.664534814034918,0,0,0.6321061981633741,2.7185471731533566,嘈杂,22:01,05:30
29,2025-05-24,56,女,蓝领,10.276843421012343,2.406346072546244,6.68627464516255,0,0,0.22241861461338236,1.8768210743382117,安静,22:19,08:39
29,2025-05-25,56,女,蓝领,10.060430737927767,1.0,6.188798498426829,1,2,0.6286637327992799,5.305495829084109,一般,22:27,09:03
29,2025-05-26,56,女,蓝领,9.794366622119728,1.7082389174956332,6.508655970746973,1,1,0.9880143097988154,3.0672145843247876,一般,22:30,08:20
29,2025-05-27,56,女,蓝领,8.484356279404386,2.217924387856028,10.0,3,0,0.4392431007592752,3.761797112516727,嘈杂,22:17,06:29
29,2025-05-28,56,女,蓝领,8.038798049412803,4.997235398674889,9.7951488939263,0,0,0.5843576053730826,6.248841860534019,安静,22:22,06:06
29,2025-05-29,56,女,蓝领,9.279245700914974,2.9942670835901275,6.549385973298268,0,0,0.6395245547428278,0.759857009009639,安静,22:29,08:07
29,2025-05-30,56,女,蓝领,8.1196543589993,4.171415190487486,7.832837489352412,1,2,0.2852150097819508,4.913113911649251,安静,22:48,06:52
29,2025-05-31,56,女,蓝领,9.813614080430995,1.0729882560144353,2.872610444034671,2,1,0.3059917620252203,2.1541338279950404,一般,22:04,07:47
29,2025-06-01,56,女,蓝领,9.795606132212065,1.67324556564002,8.961024951592133,0,1,0.68406377394517,5.7355071822345,安静,22:13,08:24
29,2025-06-02,56,女,蓝领,9.186819187351322,2.558081831301378,6.4103919658030515,1,1,0.10754332105390813,3.8399546262231476,安静,22:01,07:33
29,2025-06-03,56,女,蓝领,9.291592016109792,1.0,7.150246484055058,3,0,0.41779213077656663,3.8741514563210813,安静,22:38,08:03
29,2025-06-04,56,女,蓝领,9.676433256598688,1.9491742214350205,7.961196093194829,1,0,0.20045950198341683,1.000371215378265,安静,22:37,08:32
29,2025-06-05,56,女,蓝领,8.180881197402336,5.887405082825466,6.322998134818113,0,0,0.8612511107491603,2.9055133787770564,安静,22:12,06:42
29,2025-06-06,56,女,蓝领,8.168238980977195,2.4306934379888103,5.597842569048191,3,1,0.10366529995189638,3.8759475115121953,安静,22:40,07:07
29,2025-06-07,56,女,蓝领,9.5724344615851,1.0,5.106623156129885,2,1,0.3702087450999415,6.778595925083861,嘈杂,22:38,07:56
29,2025-06-08,56,女,蓝领,9.496057012430375,1.0,6.749813265256474,3,2,0.27443674232374776,5.804801234477255,一般,22:17,07:46
29,2025-06-09,56,女,蓝领,7.762580349238654,4.41762255945574,8.15289650582232,1,0,0.009296309299933414,3.096296672613136,安静,22:12,05:50
29,2025-06-10,56,女,蓝领,8.375101223149734,5.484746831342051,7.017459695240204,0,2,0.6000050900954415,3.721698568268057,安静,22:45,06:48
29,2025-06-11,56,女,蓝领,8.410758603649429,2.9984434185516466,7.468459577565782,2,1,0.6764661349702095,3.4975570813129147,一般,22:54,07:33
30,2025-05-13,60,男,蓝领,7.955133127488681,5.478457512573373,8.962678344160443,1,0,1.2379615955088141,4.672245859190948,安静,22:23,06:08
30,2025-05-14,60,男,蓝领,8.08439533915511,4.583981403733688,7.551607050326439,1,0,0.0,4.429847710649348,安静,22:55,07:39
30,2025-05-15,60,男,蓝领,8.429263239305751,3.6188125839249228,7.283154001004512,0,1,1.0922236063235071,4.0658948890133395,一般,22:17,06:15
30,2025-05-16,60,男,蓝领,7.527618105754522,4.210738447864462,8.655063750719652,2,1,0.5385353201738879,2.6130430416815815,安静,22:56,06:22
30,2025-05-17,60,男,蓝领,10.017276648700062,1.0740902623109982,7.549075556495358,1,0,0.5857615356110348,3.782729571140632,安静,22:45,08:37
30,2025-05-18,60,男,蓝领,10.171016011679066,1.7024808016097734,4.213403837755724,2,0,0.0,4.6821761501806805,安静,22:51,09:01
30,2025-05-19,60,男,蓝领,7.490582822085837,4.885126347124512,8.733391941052178,3,2,0.3252330476409955,2.5217238323949065,安静,22:43,06:00
30,2025-05-20,60,男,蓝领,7.749643076351367,4.292084379032717,6.7614103230904465,2,0,0.4226180888444808,6.513100134344154,安静,22:46,06:18
30,2025-05-21,60,男,蓝领,7.911618835254711,5.505398813248943,6.283027018122347,1,0,0.38559640906343184,3.4947270580154046,安静,22:57,06:34
30,2025-05-22,60,男,蓝领,6.654513692218296,2.4171572304492317,6.840782344517116,0,2,0.1256282221016346,1.7386643338126853,嘈杂,22:53,05:30
30,2025-05-23,60,男,蓝领,8.048480866017732,4.5006948220795815,7.592677345413743,2,1,0.8887447738850037,4.107777843942534,安静,22:13,06:29
30,2025-05-24,60,男,蓝领,9.732437935202979,1.7561350518803953,4.756273221378606,4,1,1.2961174626099052,5.284127426695214,一般,22:51,08:12
30,2025-05-25,60,男,蓝领,9.095843854253916,2.5045976699883097,7.84577318319646,2,0,0.3525937161256414,-0.46809121854104196,安静,22:21,07:31
30,2025-05-26,60,男,蓝领,7.81020186432296,5.279710718797847,8.765781104173733,2,0,0.7842294696545946,2.1114186688763352,一般,22:13,06:18
30,2025-05-27,60,男,蓝领,9.152115932797837,3.7417305588561813,5.030920751194154,0,0,0.7451110058777574,1.9741822131497613,安静,22:28,07:38
30,2025-05-28,60,男,蓝领,7.358458935835162,3.7381526929918842,9.39517267748389,3,0,0.3697903208692964,5.9906402802400205,安静,22:17,05:37
30,2025-05-29,60,男,蓝领,8.102486497945616,4.579623479853068,6.16259125334552,1,1,0.32268779860551355,4.091342588778197,安静,22:04,06:08
30,2025-05-30,60,男,蓝领,7.291092013784654,3.6393389770120996,8.442320814355764,1,0,0.0,4.180857844162021,嘈杂,22:00,04:57
30,2025-05-31,60,男,蓝领,9.63607872116732,2.913331913119256,6.332533559613305,0,0,0.11120599380566948,3.2335625620350186,一般,22:22,07:53
30,2025-06-01,60,男,蓝领,8.012745278234378,5.185031083115785,8.958061908620182,0,0,0.4921631983616286,1.7445958983174505,安静,22:31,06:33
30,2025-06-02,60,男,蓝领,5.792791801827259,1.9698044262817707,9.163186465825982,3,0,0.7674990409312635,2.06723060255069,安静,22:16,04:21
30,2025-06-03,60,男,蓝领,6.870510214114349,4.133396557178091,7.770754303719136,1,0,0.2456219889548653,2.183936323129938,一般,22:30,05:21
30,2025-06-04,60,男,蓝领,7.212225123520448,5.054049045622026,6.071795746486896,0,1,0.7337562731002412,4.489011492603668,安静,22:02,05:25
30,2025-06-05,60,男,蓝领,6.881684201799057,3.7218889474174985,4.913993091209581,2,0,0.22178809829121993,5.432650433755082,一般,22:10,04:53
30,2025-06-06,60,男,蓝领,6.900511953129397,2.78556428541021,7.903329726727144,1,1,0.40282734403522347,3.817818768243326,安静,22:43,05:27
30,2025-06-07,60,男,蓝领,9.406111241627388,2.262366429387334,4.223464879720126,1,0,0.6915629951802797,6.046435669564012,一般,22:19,07:54
30,2025-06-08,60,男,蓝领,8.536755206097645,4.100527228976225,7.60128256388087,1,0,0.5182356117503909,6.3894287822830895,安静,22:20,06:54
30,2025-06-09,60,男,蓝领,8.64538827247036,5.512486977385545,7.3666239248409,0,2,0.914225890335884,2.7248238571830905,安静,22:48,07:19
30,2025-06-10,60,男,蓝领,7.14590798878143,4.067546074291506,6.4291688527322295,4,0,0.8476148176124119,3.467135767576581,安静,22:04,05:05
30,2025-06-11,60,男,蓝领,7.130965388925935,3.7455666284715154,7.635331227055007,3,0,0.2826806430615195,6.2814153641984944,一般,22:31,05:28
31,2025-05-13,31,女,白领,9.685425595700892,2.8931330540788376,3.231688564725228,1,0,0.4047952497810418,3.708331282018065,安静,22:47,08:46
31,2025-05-14,31,女,白领,3.3151144157554944,1.4550300131399678,6.695111624899975,1,0,0.6789943714203542,5.100341927970885,安静,22:03,01:48
31,2025-05-15,31,女,白领,5.330549411593886,3.70489923677588,2.501917413137706,2,0,0.8999883667755502,3.06733674345864,安静,22:43,03:37
31,2025-05-16,31,女,白领,6.605766123512411,3.1174127186335823,4.776413878938049,1,0,0.0,4.870910703984487,安静,22:34,05:22
31,2025-05-17,31,女,白领,6.803285083199594,4.631857392691472,4.988877178205876,0,0,0.6940713569769698,2.473339396870726,安静,22:45,05:29
31,2025-05-18,31,女,白领,8.323124983149018,4.679288664284647,6.179808355795061,3,0,0.6527885970926024,2.5758931769955145,安静,22:09,06:47
31,2025-05-19,31,女,白领,8.691688570114007,4.137345053059115,5.75025528786773,1,1,0.0,3.169151089599029,一般,22:37,07:14
31,2025-05-20,31,女,白领,4.72121482756997,1.0,7.085657358961101,2,1,0.39321952487390877,5.97181640867551,嘈杂,22:57,04:10
31,2025-05-21,31,女,白领,8.090671552817938,6.093512421029848,5.045046133736703,1,0,0.20539415083672857,2.4699014066489724,安静,22:26,06:54
31,2025-05-22,31,女,白领,5.01092467330435,2.3110864083110467,7.048418281928294,3,1,0.6270523622066112,1.0929424853032819,安静,22:30,03:11
31,2025-05-23,31,女,白领,4.654279577136944,1.1626032078998723,6.454089207639579,3,0,0.5681401486080345,3.6300961419607822,安静,22:09,02:51
31,2025-05-24,31,女,白领,8.377159712812414,7.185331433552046,5.661884314307257,0,0,1.203687248568932,1.3998931483973918,安静,22:18,06:38
31,2025-05-25,31,女,白领,5.701655007000571,1.0213588963279694,6.171427168374317,0,0,0.7544894537914604,4.472378984488804,嘈杂,22:19,04:12
31,2025-05-26,31,女,白领,6.065218315868651,3.6986334751004852,7.01729015165121,0,0,0.9244521988476664,2.188701094978775,安静,22:07,03:40
31,2025-05-27,31,女,白领,7.96168006430873,4.5240553125664835,7.4702352314860585,2,0,0.8267297008542334,0.9744415619510249,嘈杂,22:30,06:13
31,2025-05-28,31,女,白领,5.140922466623861,3.2260999003520854,4.856368918982479,1,0,0.1980264301019395,2.408432819047856,安静,22:01,03:07
31,2025-05-29,31,女,白领,6.507365569278993,3.292617603528215,6.010677465843401,1,0,0.25397261554098083,4.557354290316315,安静,22:55,05:04
31,2025-05-30,31,女,白领,9.203461937545184,1.101978075296878,7.436679956654235,2,1,0.7232911449607824,5.091876070406784,一般,22:14,07:57
31,2025-05-31,31,女,白领,4.705622587752839,1.0,5.777853208587948,4,1,0.4600325742355177,2.8827754321355563,嘈杂,22:10,02:21
31,2025-06-01,31,女,白领,4.906957107002306,1.0,6.672948409022415,2,1,0.47094054905095734,4.359692899355975,安静,22:15,03:31
31,2025-06-02,31,女,白领,5.9702083715342145,2.339135857103359,8.596226892430733,1,0,0.40965001407702295,3.6420087612350054,一般,22:11,04:33
31,2025-06-03,31,女,白领,8.65230125390517,5.381814146128358,5.986205013639543,1,0,0.21319251118038557,0.3168859213701616,安静,22:22,07:26
31,2025-06-04,31,女,白领,7.815739579775268,4.4088652956173995,5.178243503965829,0,0,0.0,2.864148391501106,一般,22:49,07:01
31,2025-06-05,31,女,白领,7.727647009482821,4.605022400951457,4.219483332109797,0,1,0.5407070526216361,2.403206839058977,嘈杂,22:37,06:15
31,2025-06-06,31,女,白领,5.37483444428886,1.837865308605256,6.326565298200551,0,0,0.6461654583891281,4.65096104390373,嘈杂,22:51,04:16
31,2025-06-07,31,女,白领,5.6376118547853045,2.2461094721876087,5.005076851741516,0,0,1.029085762325237,4.79463167900787,嘈杂,22:21,03:47
31,2025-06-08,31,女,白领,10.073706602741677,1.0,7.511161571702002,1,1,0.21745549356580085,3.9621911965042007,安静,22:49,09:10
31,2025-06-09,31,女,白领,6.837429706350365,1.6357174424696093,3.3660388768659297,4,2,0.28799926877805787,4.579399246437337,安静,22:19,05:03
31,2025-06-10,31,女,白领,5.72733993689394,2.010534953000176,7.495748387565824,0,1,0.7155107923682246,3.318894885900578,安静,22:22,04:02
31,2025-06-11,31,女,白领,6.337027032791611,3.223776588840165,7.435195850356368,1,0,0.029286715607709846,2.26128262963444,一般,22:50,05:32
32,2025-05-13,64,男,白领,8.545155795799891,4.079092503376349,7.249610518738618,1,2,0.0,2.943113943994409,安静,22:46,07:39
32,2025-05-14,64,男,白领,9.502076845985,1.1481915580624393,6.188851716280015,0,2,0.0,5.02271575991073,一般,22:07,07:35
32,2025-05-15,64,男,白领,9.941957274619064,3.9635774501243035,3.443379345863151,2,0,0.8304104576784141,1.368549868444581,一般,22:15,08:15
32,2025-05-16,64,男,白领,8.96051624454675,5.274880630488807,6.000192613635849,0,1,0.32891166642153913,3.380399858707195,安静,22:31,07:13
32,2025-05-17,64,男,白领,10.586870516752775,1.042119480785454,2.834171025023374,2,1,0.49293337993377373,3.0881330003705565,安静,22:03,08:49
32,2025-05-18,64,男,白领,11.43151798018947,1.0,7.753217732136608,0,0,0.3900974968586727,3.7651431548753957,安静,22:41,10:21
32,2025-05-19,64,男,白领,9.56862383295215,2.1481234038610544,5.485647335532536,2,0,0.5394778881685598,4.357558839554475,安静,22:54,08:34
32,2025-05-20,64,男,白领,9.703354224737213,1.5292063709933004,4.912107936435736,0,2,0.44028123387203905,3.777240550432481,一般,22:49,08:40
32,2025-05-21,64,男,白领,8.834802183482179,4.121249531794672,5.5635874978246775,4,1,0.49074477085241824,5.63768777988056,安静,22:53,07:39
